TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
CLASSES - FIF;50.707.385/0001-08;SILVERSTONE FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE  FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO;2024-10-31;56285924.75
CLASSES - FIF;50.707.726/0001-37;ÍON INFLAÇÃO RENDA FIXA FIF CIC RESPONSABILIDADE LIMITADA;2024-10-31;4872372.38
CLASSES - FIF;50.716.504/0001-80;REDLAND CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-10-31;12674194.48
CLASSES - FIF;50.725.156/0001-08;SAFRA INFRA JUROS REAIS MASTER FIF INV EM INFRA CLASSE DE INV EM INFRA RF LONGO PRAZO RESP LIMITADA;2024-10-31;154954499.12
CLASSES - FIF;50.733.585/0001-27;108 KINEA VC FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;101135037.73
CLASSES - FIF;50.768.122/0001-09;BRAIN ELENA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;19903124.87
CLASSES - FIF;50.785.127/0001-31;CAIXA PREVINVEST AGENDA FUTURO 125 FIC DE CLASSE DE FIF MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-10-31;35834249.85
CLASSES - FIF;50.803.326/0001-25;BRASILPREV TOP ESTRATÉGIA ITAÚ OPTIMUS TITAN FC FI FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-10-31;219057241.59
CLASSES - FIF;50.803.491/0001-87;BRASILPREV TOP RENDA FIXA SUPREME FIF RESPONSABILIDADE LIMITADA;2024-10-31;6354403970.99
CLASSES - FIF;50.816.550/0001-51;ARJON FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;64463758.13
CLASSES - FIF;50.837.306/0001-75;ITAÚ PRIVATE JUROS PRÉ TARGET 2027 FIF RF - RESP LIMITADA;2024-10-31;212354123.59
CLASSES - FIF;50.837.591/0001-24;ITAÚ FLEXPREV JUROS PRÉ TARGET 2027 FIF CIC RF - RESP LIMITADA;2024-10-31;212736241.89
CLASSES - FIF;50.840.119/0001-40;BB MULTIMERCADO BRL NORDEA ALPHA 15 LONGO PRAZO INVESTIMENTO NO EXTERIOR FIC FIF RESP LIMITADA;2024-10-31;1242985.70
CLASSES - FIF;50.857.038/0001-53;WHG LONG BIASED MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-10-31;11334019.30
CLASSES - FIF;50.857.617/0001-04;SAFRA INFRA CDI MASTER FIF INVESTIMENTO EM INFRA CI EM INFRAESTRUTURA RF LONGO PRAZO RESP LIMITADA;2024-10-31;1049698652.90
CLASSES - FIF;50.860.797/0001-75;MARESIAS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;53563202.98
CLASSES - FIF;50.870.622/0001-49;BONANZA FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO;2024-10-31;13963221.89
CLASSES - FIF;50.876.108/0001-10;CELESTE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;7538728.58
CLASSES - FIF;50.890.486/0001-59;IMSM KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉDITO PRIVADO RESP LIMITADA;2024-10-31;19791096.25
CLASSES - FIF;50.910.444/0001-32;WHITE WING KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;59156337.00
CLASSES - FIF;50.911.242/0001-05;ASA ALM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;317179914.46
CLASSES - FIF;50.926.941/0001-29;TIWA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21071873.19
CLASSES - FIF;50.927.112/0001-60;TREVISO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;22681084.72
CLASSES - FIF;50.946.766/0001-31;PÉGASUS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;265557118.47
CLASSES - FIF;50.956.087/0001-43;051 CRÉDITO 90 II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-10-31;92001723.02
CLASSES - FIF;50.979.958/0001-44;SÃO JORGE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21695066.20
CLASSES - FIF;50.983.731/0001-72;FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES TREBOL;2024-10-31;257011621.23
CLASSES - FIF;50.994.517/0001-11;ACE CAPITAL ABSOLUTO PREV FIFE FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESP LIMITADA;2024-10-31;10154885.62
CLASSES - FIF;51.017.442/0001-81;051 CHIMERA FEEDER FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;13024996.62
CLASSES - FIF;51.024.922/0001-70;TDI CLASSE INCENTIVADA DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESP LIMITADA;2024-10-31;51020343.48
CLASSES - FIF;51.024.935/0001-49;PS LONG & SHORT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-10-31;35845174.75
CLASSES - FIF;51.025.579/0001-88;SAFRA GALILEO ESTRATÉGIA RF MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2024-10-31;205124902.52
CLASSES - FIF;51.025.714/0001-95;SAFRA GALILEO ESTRATÉGIA OFFSHORE MASTER FUNDO DE INVESTIMENTO FINANCEIRO;2024-10-31;176549041.63
CLASSES - FIF;51.025.748/0001-80;SAFRA GALILEO ESTRATÉGIA FX MASTER FIF CLASSE DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-10-31;176800387.05
CLASSES - FIF;51.033.302/0001-05;TORRES KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;19809558.58
CLASSES - FIF;51.033.335/0001-47;MAG ZONA DA MATA II FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;1678537344.55
CLASSES - FIF;51.050.454/0001-08;BRDR TOP GESTORES FUNDO DE INVESTIMENTO EM AÇÕES;2024-10-31;11300701.68
CLASSES - FIF;51.058.026/0001-21;ACE CAPITAL INT EQUITIES FEEDER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESP LIMITADA;2024-10-31;2596828.56
CLASSES - FIF;51.058.091/0001-57;RP INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;24359719.22
CLASSES - FIF;51.074.442/0001-13;BTG IF III P FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;706205.85
CLASSES - FIF;51.082.292/0001-90;ACS LEGACY CAPITAL PREV BS FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;801431.21
CLASSES - FIF;51.082.457/0001-23;CONSOLIDADOR RV FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESP LIMITADA;2024-10-31;86960313.12
CLASSES - FIF;51.082.526/0001-07;FW CAPITAL MASTER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL 1;2024-10-31;32404927.63
CLASSES - FIF;51.096.061/0001-35;TTME 3 FIF INVEST EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRA RENDA FIXA RESP LIMITADA;2024-10-31;35860557.08
CLASSES - FIF;51.102.626/0001-40;ACS ITAÚ FLEX PREV VÉRTICE JANEIRO FUNDO DE INVEST EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-10-31;4767010.01
CLASSES - FIF;51.121.849/0001-54;STEP-UP I FIF CLASSE DE INV MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-10-31;76459411.24
CLASSES - FIF;51.126.284/0001-06;G5 ALLOCATION LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-10-31;52326510.00
CLASSES - FIF;51.126.461/0001-46;FTS VALUE INVESTIMENTS FUNDO DE INVESTIMENTO EM AÇÕES;2024-10-31;20307774.35
CLASSES - FIF;51.144.910/0001-89;3 ILHAS MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-10-31;257946298.73
CLASSES - FIF;51.152.458/0001-05;3 ILHAS FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2024-10-31;142196920.87
CLASSES - FIF;51.152.703/0001-76;3 ILHAS A FIF CIC DE AÇÕES - RESP LIMITADA;2024-10-31;81582790.91
CLASSES - FIF;51.152.912/0001-10;3 ILHAS P FIF - CLASSE DE INVESTIMENTO EM COTAS DE AÇÕES - RESP LIMITADA;2024-10-31;33843014.11
CLASSES - FIF;51.154.059/0001-75;VINLAND CRÉDITO P PREV T1 FI EM COTAS DE FI FINANCEIRO MULTIMERCADO;2024-10-31;118408281.71
CLASSES - FIF;51.161.157/0001-30;JOHN GALT KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21708899.44
CLASSES - FIF;51.161.258/0001-00;GCMF FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;10558339.32
CLASSES - FIF;51.161.838/0001-06;VINLAND ATIVO II MASTER FUNDO DE INVESTIMENTO FINANCEIRO RF LONGO PRAZO - RESP LIMITADA;2024-10-31;112887658.35
CLASSES - FIF;51.168.142/0001-01;FIORINDA CATHARINA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;32575241.67
CLASSES - FIF;51.178.342/0001-37;WHG MATA RICA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;60260491.67
CLASSES - FIF;51.181.609/0001-45;BLACK FISH 2 KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21611753.45
CLASSES - FIF;51.181.910/0001-59;ALTOPASCIO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;44991136.13
CLASSES - FIF;51.187.752/0001-44;KAPAMA CAPITAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;10860660.16
CLASSES - FIF;51.189.329/0001-83;LEGACY CAPITAL FIF INSTITUCIONAL RF LONGO PRAZO RESP LIMITADA;2024-10-31;51278645.59
CLASSES - FIF;51.200.543/0001-93;SAFRA PREV RENDA FIXA FIF PREVIDENCIÁRIO CI RENDA FIXA CRÉDITO PRIVADO PREV RESP LIMITADA;2024-10-31;26020295.97
CLASSES - FIF;51.204.043/0001-20;BRAIN ALTERNATIVOS I FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;19621505.98
CLASSES - FIF;51.204.740/0001-80;ITAÚ VÉRTICE FLEXPREV HIGH YIELD II FIF CIC MULT CRED PRIV - RESP LIMITADA;2024-10-31;68555216.88
CLASSES - FIF;51.206.645/0001-16;ITAÚ VÉRTICE FLEXPREV FIF CIC RF CRED PRIV RESP LIMITADA;2024-10-31;1201415.74
CLASSES - FIF;51.207.930/0001-51;VINLAND ATIVO II LONGO PRAZO FIF - CIC RF LP - RESP LIMITADA;2024-10-31;73132810.53
CLASSES - FIF;51.214.697/0001-34;TR3ND FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;3470277.08
CLASSES - FIF;51.223.898/0001-06;DOLCE BORGO FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;19933034.32
CLASSES - FIF;51.225.664/0001-90;ITAÚ CUSTÓDIA SOBERANO RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-10-31;185715459.68
CLASSES - FIF;51.249.123/0001-00;GIUSEPPINA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-10-31;15823023.33
CLASSES - FIF;51.253.117/0001-18;ITAÚ PRIVATE PREV SOBERANO FIF CIC RF - RESP LIMITADA;2024-10-31;575657315.27
CLASSES - FIF;51.304.522/0001-18;KASTLE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;11056233.45
CLASSES - FIF;51.305.063/0001-97;PARTICIPATION FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;70058221.13
CLASSES - FIF;51.310.042/0001-60;BRADESCO FUNDO DE INVESTIMENTO EM COTAS FIF MULT CRED PRIV ROMEFUND;2024-10-31;9856539.57
CLASSES - FIF;51.322.975/0001-77;ESPINELIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-10-31;16679615.18
CLASSES - FIF;51.328.493/0001-24;GAMA PEARL DIVER GLOBAL FLOATING INCOME BRL FIF MULTIMERCADO IE RESPONSABILIDADE LIMITADA;2024-10-31;99378170.57
CLASSES - FIF;51.328.993/0001-66;NINE CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;77251713.31
CLASSES - FIF;51.337.419/0001-74;MULTIPORTIFÓLIO SUPER CONSERVADOR FIF MULTIMERCADO - RESP LIMITADA;2024-10-31;282898071.28
CLASSES - FIF;51.356.793/0001-17;ÁTICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-10-31;95058392.60
CLASSES - FIF;51.357.586/0001-87;SHIRA 3 FUNDO DE INV FINANCEIRO INV EM INFRA CLASSE DE INVEST EM INFRA RENDA FIXA RESP LIMITADA;2024-10-31;21436562.15
CLASSES - FIF;51.365.675/0001-75;QUARTZO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;26178802.58
CLASSES - FIF;51.381.641/0001-74;SAINT ANTHONY KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21645486.64
CLASSES - FIF;51.383.310/0001-73;NEOGREEN KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;21643205.03
CLASSES - FIF;51.417.001/0001-77;ODYSSEY FUNDO DE INVESTIMENTO FINANCEIRO CIC MULT CRÉD PRIV RESP LIMITADA;2024-10-31;13160402.50
CLASSES - FIF;51.475.315/0001-26;CRCL FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;0.00
CLASSES - FIF;51.475.555/0001-20;L INFRA FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;1029929.35
CLASSES - FIF;51.476.823/0001-29;EUCALIPTOS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;21373762.76
CLASSES - FIF;51.479.016/0001-60;ITAÚ INSTITUCIONAIS OPTIMUS NARBONNE FIF CIC RENDA FIXA LONGO PRAZO RESP LIMITADA;2024-10-31;94053994.04
CLASSES - FIF;51.486.818/0001-05;M WM ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE AÇÕES;2024-10-31;8295595.42
CLASSES - FIF;51.487.766/0001-83;PLANO INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;34408265.63
CLASSES - FIF;51.488.143/0001-25;JGP ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-10-31;8958074.45
CLASSES - FIF;51.488.342/0001-33;XP LIQUIDEZ FUNDO DE INVESTIMENTO EM COTAS RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO RESP LIMITADA;2024-10-31;1777145395.84
CLASSES - FIF;51.495.183/0001-02;MANAGER SCORE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;14896168.30
CLASSES - FIF;51.498.969/0001-75;MANAGER SCORE FEEDER FIF CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;5642828.26
CLASSES - FIF;51.511.570/0001-87;ITAÚ OPTIMUS TITAN BRASILPREV FIFE FIF MULT - RESP LIMITADA;2024-10-31;221879078.23
CLASSES - FIF;51.516.067/0001-14;P KINEA INFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA;2024-10-31;51881685.15
CLASSES - FIF;51.518.343/0001-83;TWEENER CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;108071791.37
CLASSES - FIF;51.518.483/0001-51;H8G7 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;129584966.51
CLASSES - FIF;51.518.999/0001-04;G5 NEVADA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2024-10-31;104366615.44
CLASSES - FIF;51.533.573/0001-11;ITAÚ VÉRTICE SOBERANO Z RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2024-10-31;681817148.62
CLASSES - FIF;51.556.889/0001-29;FINANCE BLUE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;18605777.14
CLASSES - FIF;51.568.497/0001-80;KIMASOLU FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;5297473.09
CLASSES - FIF;51.576.136/0001-85;BTG PACTUAL MULTIESTRATEGIA FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;77015181.91
CLASSES - FIF;51.589.852/0001-05;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO FQJ8;2024-10-31;24165111.63
CLASSES - FIF;51.604.570/0001-21;ITAÚ DEBÊNTURES INCENTIVADAS II FIF INCENTIVADO INFRA RF CRED PRIV - RESP LIMITADA;2024-10-31;638067704.66
CLASSES - FIF;51.628.969/0001-42;BNP PARIBAS MATCH FIFE FUNDO DE INVESTIMENTO FINANCEIRO;2024-10-31;259114566.66
CLASSES - FIF;51.637.340/0001-69;NEXUM FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;5133332.95
CLASSES - FIF;51.637.707/0001-44;TOP MB KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA;2024-10-31;21228627.08
CLASSES - FIF;51.637.886/0001-10;SUELO KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;36033792.22
CLASSES - FIF;51.661.677/0001-01;BELVEDERE KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CP RESP LIMITADA;2024-10-31;38719251.87
CLASSES - FIF;51.673.830/0001-10;BNP PARIBAS MATCH PLUS XP SEGUROS PREV FIC RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;244325839.92
CLASSES - FIF;51.675.087/0001-38;ITAÚ JANEIRO RENDA FIXA LONGO PRAZO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-10-31;776908043.02
CLASSES - FIF;51.675.442/0001-79;BRADESCO GRAND EXITUS XP SEG PREV FIC RENDA FIXA RESPONSABILIDADE LIMITADA;2024-10-31;12897562.16
CLASSES - FIF;51.675.926/0001-18;BRAVE PREV XP SEGUROS FIC DE FI RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;129807104.67
CLASSES - FIF;51.681.319/0001-60;BB CCR EXCLUSIVO FUNDO DE INVESTIMENTO FINANCEIRO RF CRÉDITO PRIVADO LP RESPONSABILIDADE LIMITADA;2024-10-31;609726782.58
CLASSES - FIF;51.681.664/0001-02;BB ESPELHO SULAMÉRICA CRÉDITO ASG FIC DE FIF RENDA FIXA CREDITO PRIVADO IS RESPONSABILIDADE LIMITADA;2024-10-31;259357949.83
CLASSES - FIF;51.681.734/0001-14;BB TOP ESPELHO AÇÕES TRÍGONO PARTHENON FUNDO DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2024-10-31;38411541.02
CLASSES - FIF;51.681.761/0001-97;BB MÓDULO ARTEN AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA;2024-10-31;12213018.63
CLASSES - FIF;51.681.797/0001-70;BB GAIA III RENDA FIXA FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA;2024-10-31;289420652.18
CLASSES - FIF;51.693.641/0001-00;PERSEVERA YIELD FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2024-10-31;215659060.34
CLASSES - FIF;51.693.954/0001-68;VP LONG ONLY FUNDO DE INVESTIMENTO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-10-31;47212499.69
CLASSES - FIF;51.697.128/0001-97;BTG PACTUAL HEDGE FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA;2024-10-31;680795432.90
CLASSES - FIF;51.712.758/0001-93;CHAYOTE FUNDO DE INVESTIMENTO MULTIMERCADO;2024-10-31;89268967.09
CLASSES - FIF;51.733.363/0001-77;ITAÚ CRÉDITO ESTRUTURADO ALPES II FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;186178668.84
CLASSES - FIF;51.753.394/0001-90;AF FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-10-31;39114683.88
CLASSES - FIF;51.753.651/0001-93;MASTRENN FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV RESPONSABILIDADE LIMITADA;2024-10-31;10677453.69
CLASSES - FIF;51.768.676/0001-60;PASQUINI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO DE RESPONSABILIDADE LIMITADA;2024-10-31;3066000.70
CLASSES - FIF;51.781.137/0001-61;NU RENDA FIXA INSTITUCIONAL REFERENCIADO DI FI EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA;2024-10-31;22929289.62
CLASSES - FIF;51.803.347/0001-03;LBT FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESP LIMITADA;2024-10-31;8702641.69
CLASSES - FIF;51.811.576/0001-70;INTER SIMPLES FUNDO DE INVESTIMENTO RENDA FIXA RESPONSABILIDADE LIMITADA;2024-10-31;78166668.57
CLASSES - FIF;51.820.237/0001-50;ITAÚ MULTIFUNDOS ORION ÍON SELEÇÃO FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-10-31;16361205.15
CLASSES - FIF;51.830.130/0001-92;JEQUITIBA PREV FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;50500479.48
CLASSES - FIF;51.830.742/0001-85;BURRATA VV PREV FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;44926994.85
CLASSES - FIF;51.835.937/0001-18;GAMA PEARL DIVER GLOBAL FLOATING INCOME BRL FIC DE FIF INVEST NO EXT - RESPONSABILIDADE LIMITADA;2024-10-31;62629084.29
CLASSES - FIF;51.837.415/0001-55;PREVINDUS PÉGASO FIF - CIC DE AÇÕES - RESP LIMITADA;2024-10-31;19954087.36
CLASSES - FIF;51.851.142/0001-01;SMF FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-10-31;104887937.43
CLASSES - FIF;51.854.591/0001-03;PORTO MASTER REFERENCIADO DI BANCÁRIO FIF RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2024-10-31;358269313.39
CLASSES - FIF;51.854.924/0001-96;ASA  ALPHA NOMINAL RATES FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA LONGO PRAZO;2024-10-31;10509216.23
CLASSES - FIF;51.863.755/0001-50;ICATU VANGUARDA DELUXE MODERADO QUALIFICADO FC DE FIF MULT PREVIDENCIÁRIO CRED PRIV - RESP LIMITADA;2024-10-31;40397436.01
CLASSES - FIF;51.866.869/0001-54;ICATU VANGUARDA DELUXE CONSERVADOR QUALIFICADO FIC FIF RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2024-10-31;22408361.47
CLASSES - FIF;51.868.939/0001-03;MACK INFRA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO DEB INFRA RF CRED PRIV - RESP LIMITADA;2024-10-31;30978263.87
CLASSES - FIF;51.890.324/0001-83;QUARTZO HEDGE II FUNDO DE INVESTIMENTO FINANCEIRO LONGO PRAZO VEÍCULO DE PROPÓSITO ESPECÍFICO;2024-10-31;49324256.22
CLASSES - FIF;51.903.744/0001-57;BRAIN CORPORATIVO 30 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO;2024-10-31;11429052.39
CLASSES - FIF;51.909.564/0001-82;ITAÚ FLEXPREV VÉRTICE ARTAX FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2024-10-31;7656405.31
CLASSES - FIF;51.910.343/0001-24;CAVOK FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-10-31;47369624.91
CLASSES - FIF;51.910.513/0001-70;ITAÚ FLEXPREV OPTIMUS LONG BIAS FIF CIC MULT - RESP LIMITADA;2024-10-31;2932529.61
CLASSES - FIF;51.910.760/0001-77;BAHIA AM PREV FIFE MASTER ATIVO FIF RF LONGO PRAZO - RESP LIMITADA;2024-10-31;3300186.68
CLASSES - FIF;51.924.043/0001-02;SPARTA INFRA MASTER V FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA;2024-10-31;619731720.18
CLASSES - FIF;51.927.154/0001-64;ITAÚ PRIVATE POLARIS II MASTER FIF MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-10-31;2835069.20
CLASSES - FIF;51.927.928/0001-57;BAHIA AM A PREVIDENCIARIO ATIVO FIF CIC RF LP - RESP LIMITADA;2024-10-31;3295619.84
