TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES FIIM;40.952.802/0001-16;TREND ETF MSCI US TECHNOLOGY FUNDO DE INVESTIMENTO DE ÍNDICE;2024-07-31;712249;240374051.26;COTAS DE FUNDOS;;N;;419.00;56827.48;516.35;70116.92;572.05;78076.85;;;;;;PJ;43105440000116;BNP PARIBAS SOBERANO II CIC DE CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;;;;;;;
CLASSES FIIM;42.101.885/0001-65;TREND ETF CRSP U.S. LARGE CAP FUNDO DE INVESTIMENTO DE ÍNDICE;2024-07-31;712245;419142227.91;COTAS DE FUNDOS;;N;;454.99;61746.09;328.07;44624.85;592.09;80812.14;;;;;;PJ;43105440000116;BNP PARIBAS SOBERANO II CIC DE CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;;;;;;;
CLASSES FIIM;44.702.829/0001-01;BTG PACTUAL TEVA TESOURO IPCA ULTRA LONGO CE FUNDO DE ÍNDICE;2024-07-31;717018;245296007.24;OPERAÇÕES COMPROMISSADAS;;N;Mantido até o vencimento;;;;;75.00;319111.09;;;;;2030-08-15;;;;;760199;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;DISPONIBILIDADES;Outros;;Para negociação;;;;;;1140.35;;;;EXTERIOR CAIXA;;PJ;4423567000121;*** A Definir ***;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;89374.19;;;;AJST FINANCE;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;764384.37;;;;COTAS   A RESGATAR;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;45747.46;;;;TAXA GEST?O PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;33204.22;;;;FORMADOR DE MERCADO;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;2000.00;;;;TX ESCRT FIX PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;7933.34;;;;TAXA ADM PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A PAGAR;Outros;;Para negociação;;;;;;7213.05;;;;TX ESCRT VAR PROVIS?O;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A RECEBER;Outros;;Para negociação;;;;;;790561.07;;;;VAL A RECEBE;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A RECEBER;Outros;;Para negociação;;;;;;4517.80;;;;TX FISCALIZ DIFERIDO;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A RECEBER;Outros;;Para negociação;;;;;;71551.64;;;;C OFF INVOI DIFERIDO;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;VALORES A RECEBER;Outros;;Para negociação;;;;;;768.15;;;;REC SLIPPAGE;;PJ;29415858000107;SEM DEFINI??O;;;;;;;
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;INVESTIMENTO NO EXTERIOR;Outros;N;Para negociação;;;;;284657.00;80942406.39;;;SPY S&P 500;;;;;NEOS S&P 500 HIGH INCOME ETF;N;;;28;ESTADOS UNIDOS DA AMÉRICA;A1;AMERICAN STOCK EXCHANGE
CLASSES FIIM;51.949.867/0001-29;BUENA VISTA US HIGH INCOME ETF FUNDO DE ÍNDICE NEOS U.S EQUITY HIGH INCOME INDEX;2024-07-31;716911;81904550.89;COTAS DE FUNDOS;;N;;;;;;932912.00;1043462.12;;;;;;PJ;50628101000180;BEYOND SOBERANO FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA REFERENCIADO DI RESP LIMITADA;;;;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;600.00;7695.00;31694.00;405299.20;85949.00;1082097.91;;;CMIG3;;;;;;;;1973-08-20;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;500.00;16724.00;29299.00;979949.23;79452.00;2794326.84;;;BBSE3;;;;;;;;2013-04-29;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;200.00;12772.00;16725.00;1047307.40;45513.00;2804966.19;;;VALE3;;;;;;;;1982-02-15;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;700.00;10233.00;34962.00;499707.33;94812.00;1367189.04;;;CXSE3;;;;;;;;2021-04-29;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;100.00;873.00;4975.00;44304.00;13539.00;120632.49;;;LAVV3;;;;;;;;2020-09-02;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;1600.00;13864.00;87895.00;765710.60;238365.00;2140517.70;;;CPLE3;;;;;;;;1994-04-12;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;1200.00;6473.00;75009.00;402493.11;144089.00;737735.68;;;CMIN3;;;;;;;;2021-02-18;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;200.00;1356.00;17580.00;117863.44;47857.00;301020.53;;;BEEF3;;;;;;;;2007-07-20;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;400.00;18066.00;17293.00;780551.45;21525.00;952050.75;;;EGIE3;;;;;;;;2016-07-21;;;;
CLASSES FIIM;54.314.981/0001-70;IT NOW IDIV RENDA DIVIDENDOS FUNDO DE ÍNDICE - RESPONSABILIDADE LIMITADA;2024-07-31;714410;64602219.33;AÇÕES;Ação ordinária;N;Para negociação;800.00;9001.00;49724.00;562322.42;135006.00;1516117.38;;;BBDC3;;;;;;;;1973-12-06;;;;
