TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
CLASSES - FIF;21.053.545/0001-36;BONAPARTE FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT CRÉDITO PRIVADO;2024-12-31;16701584.08
CLASSES - FIF;21.079.589/0001-35;KANT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-12-31;120215128.16
CLASSES - FIF;21.079.606/0001-34;WWCV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDITO PRIVADO;2024-12-31;13551320.52
CLASSES - FIF;21.079.669/0001-90;WELFARE AM FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;256968.18
CLASSES - FIF;21.082.082/0001-30;ICATU VANGUARDA DATA ALVO 2050 FIF - CLASSE DE INVESTIMENTO EM COTAS MULT CRED PRIV - RESP LIMITADA;2024-12-31;38964180.96
CLASSES - FIF;21.082.280/0001-02;GALÁPAGOS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;2024-12-31;27447337.50
CLASSES - FIF;21.082.355/0001-47;RENÂNIA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;2024-12-31;14520163.40
CLASSES - FIF;21.082.387/0001-42;DMT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;11151619.07
CLASSES - FIF;21.144.666/0001-93;SAFRA FARADAY FIF CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-12-31;142918064.13
CLASSES - FIF;21.261.345/0001-79;BRADESCO NETUNO FIF - CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO CRED PRIV;2024-12-31;21456688.39
CLASSES - FIF;21.261.349/0001-57;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO CRÉDITO PRIVADO STORM;2024-12-31;17933816.18
CLASSES - FIF;21.287.182/0001-01;EUCLÁSIO CIC DE CLASSES DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;3694272.66
CLASSES - FIF;21.306.432/0001-03;JAMM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-12-31;6298432.96
CLASSES - FIF;21.307.581/0001-89;BNB INSTITUCIONAL CLASSE DE INVESTIMENTO RENDA FIXA - RESP LIMITADA;2024-12-31;747811691.57
CLASSES - FIF;21.312.817/0001-75;SOBI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-12-31;23688109.99
CLASSES - FIF;21.320.420/0001-25;TB ITACARE FUNDO DE INVESTIMENTO RENDA FIXA;2024-12-31;12084455.41
CLASSES - FIF;21.320.476/0001-80;CAUETUR FUNDO DE INVESTIMENTO MULTIMERCADO;2024-12-31;21140936.34
CLASSES - FIF;21.321.582/0001-88;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT CRÉDITO PRIVADO JARDINS DO TIVOLI;2024-12-31;20680324.90
CLASSES - FIF;21.321.600/0001-21;BRADESCO BRFPREV FIF RF CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-12-31;261676824.62
CLASSES - FIF;21.329.178/0001-50;MILAS PREVIDÊNCIA FUNDO DE INVESTIMENTO MULTIMERCADO;2024-12-31;30389076.23
CLASSES - FIF;21.330.302/0001-06;MAYFAIR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;26847980.12
CLASSES - FIF;21.347.613/0001-70;5WPRESERVAÇÃO FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;79123173.76
CLASSES - FIF;21.360.609/0001-41;ITAÚNA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA;2024-12-31;99820784.02
CLASSES - FIF;21.363.225/0001-82;MARATONA PROGRAMADO FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;27911668.49
CLASSES - FIF;21.407.105/0001-30;ITAÚ VÉRTICE RENDA FIXA REFERENCIADO DI FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-12-31;7079114210.46
CLASSES - FIF;21.407.120/0001-88;ITAÚ FLEXPREV ATIVO FIF RF - RESP LIMITADA;2024-12-31;175327701.90
CLASSES - FIF;21.407.156/0001-61;ITAÚ FLEXPREV PLUS FIF RF CRED PRIV - RESP LIMITADA;2024-12-31;135114602.38
CLASSES - FIF;21.407.336/0001-43;ITAÚ PRIVATE PREV NTN-B 2023 FIF CIC RENDA FIXA - RESP LIMITADA;2024-12-31;8809931.64
CLASSES - FIF;21.407.357/0001-69;LION FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;20661338.00
CLASSES - FIF;21.407.474/0001-22;MONTERIGGIONI FIF MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;20116403.16
CLASSES - FIF;21.408.039/0001-12;DISCO FIF CIC MULT CRED PRIV - RESP LIMITADA;2024-12-31;21306507.31
CLASSES - FIF;21.454.620/0001-70;ITAÚ FLEXPREV EXCELLENCE ATIVO FI FINANCEIRO DA CIC RF - RESP LIMITADA;2024-12-31;111529982.77
CLASSES - FIF;21.454.647/0001-63;ITAÚ FLEXPREV CRÉD PRIV PLUS FI FINANCEIRO CIC RF - RESP LIMITADA;2024-12-31;17097324.11
CLASSES - FIF;21.454.658/0001-43;ITAÚ FLEXPREV PREMIUM ATIVO FIF CIC RENDA FIXA - RESP LIMITADA;2024-12-31;46521560.65
CLASSES - FIF;21.454.683/0001-27;ITAÚ PRIVATE PREV NTN-B 2023 FIF RF - RESP LIMITADA;2024-12-31;8794759.72
CLASSES - FIF;21.470.671/0001-96;BB MULTIGESTOR MÓDULO AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO;2024-12-31;247854269.95
CLASSES - FIF;21.470.947/0001-36;ABSOLUTE VERTEX MASTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;14752368205.45
CLASSES - FIF;21.470.989/0001-77;ABSOLUTE VERTEX FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;3071450983.40
CLASSES - FIF;21.494.390/0001-73;TRUSTA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;2024-12-31;18963703.55
CLASSES - FIF;21.494.424/0001-20;DCX CAPITAL FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR - BDR NÍVEL I;2024-12-31;39739324.93
CLASSES - FIF;21.494.427/0001-63;APEX EQUITIES FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;11710883.22
CLASSES - FIF;21.494.444/0001-09;ICATU VANGUARDA ABSOLUTO FIF PREVIDENCIÁRIO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;1954905014.29
CLASSES - FIF;21.549.578/0001-71;GALP FUNDO DE INVESTIMENTO EM COTAS DE AÇÕES;2024-12-31;17372550.49
CLASSES - FIF;21.556.431/0001-09;PINEAPPLE FUNDO DE INVESTIMENTO FIN DA CLASSE DE INV EM COTAS MULT CRÉD PRIVADO - RESP LIMITADA;2024-12-31;7493936.51
CLASSES - FIF;21.570.466/0001-00;FUNDO DE INVESTIMENTO EM AÇÕES MARANELLO;2024-12-31;182308956.26
CLASSES - FIF;21.596.154/0001-68;PAX FIF MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;79739765.23
CLASSES - FIF;21.596.169/0001-26;ICATU SEG FUNDO DE INVESTIMENTO EM COTAS FIF ADVANTAGE RF - RESP LIMITADA;2024-12-31;292264770.64
CLASSES - FIF;21.612.773/0001-07;PORTO SEGURO DIAMANTE PREVIDENCIÁRIO FIF CLASSE DE INVESTIMENTO EM COTAS RF CRED PRIV RESP LIMITADA;2024-12-31;504541285.35
CLASSES - FIF;21.612.781/0001-45;PORTO JURO REAL DIAMANTE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO CIC RF RESP LIMITADA;2024-12-31;90891802.38
CLASSES - FIF;21.613.103/0001-05;PORTO SEGURO CONCEDIDOS PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RF RESP LIMITADA;2024-12-31;83139095.93
CLASSES - FIF;21.613.148/0001-71;PORTO SEGURO RUBI PREMIUM PREVIDENCIÁRIO FIF CIC RF CRED PRIV RESP LIMITADA;2024-12-31;16450579.50
CLASSES - FIF;21.613.185/0001-80;TANGUA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-12-31;29491286.77
CLASSES - FIF;21.624.743/0001-02;PORTO SEGURO PREVIDÊNCIA PRIVADA FUNDO PREVIDENCIAL IMA-B5 FIF CIC RF RESP LIMITADA;2024-12-31;52634838.64
CLASSES - FIF;21.624.757/0001-26;KINEA CHRONOS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-12-31;1957357641.49
CLASSES - FIF;21.646.712/0001-52;ZBN FORTUNO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA;2024-12-31;9930938.96
CLASSES - FIF;21.646.718/0001-20;PORTOFINO FIF MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;64631522.31
CLASSES - FIF;21.689.246/0001-92;ARBOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES;2024-12-31;238369827.27
CLASSES - FIF;21.694.409/0001-25;ZPG GLOBAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES INVESTIMENTO NO  EXTERIOR RESP LIMITADA;2024-12-31;167479395.96
CLASSES - FIF;21.723.983/0001-64;JG2 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;63876303.59
CLASSES - FIF;21.791.224/0001-39;DESTERRO FIF RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;124830161.20
CLASSES - FIF;21.805.389/0001-12;FACT TOTAL RETURN MASTER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;532278623.59
CLASSES - FIF;21.838.150/0001-49;ITAÚ INSTITUCIONAL ALOCAÇÃO DINÂMICA RENDA FIXA FIF CIC RESP LIMITADA;2024-12-31;1421558924.62
CLASSES - FIF;21.838.176/0001-97;ITAÚ UNIBANCO A3J TOPÁZIO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉD PRIV RESP LIMITADA;2024-12-31;109478085.38
CLASSES - FIF;21.838.220/0001-69;ITAÚ FLEXPREV PERSONNALITÉ LOW VOL PREMIUM V40 FIF CIC MULT - RESP LIMITADA;2024-12-31;34530412.08
CLASSES - FIF;21.838.242/0001-29;ITAÚ FLEXPREV CRÉDITO PRIVADO PLUS II FIF CIC RENDA FIXA - RESP LIMITADA;2024-12-31;11353260.82
CLASSES - FIF;21.838.257/0001-97;ESCÓCIA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-12-31;613697.16
CLASSES - FIF;21.838.290/0001-17;ITAÚ FLEXPREV PERSONNALITÉ LOW VOL PREMIUM V20 FIF CIC MULT - RESP LIMITADA;2024-12-31;13088930.73
CLASSES - FIF;21.850.097/0001-00;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO DRAGON;2024-12-31;152336954.09
CLASSES - FIF;21.850.153/0001-06;SHEIK FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;241966041.24
CLASSES - FIF;21.850.269/0001-37;LIBETCHI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;209497308.52
CLASSES - FIF;21.862.627/0001-21;SERENDIPITY ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;8434716.23
CLASSES - FIF;21.862.714/0001-89;RUFUS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;13012099.95
CLASSES - FIF;21.862.813/0001-60;ITAÚ FLEXPREV PECAS FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;74450548.48
CLASSES - FIF;21.888.703/0001-78;ITAÚ MAXIMIZA FIF CIC RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA;2024-12-31;2192725195.79
CLASSES - FIF;21.888.738/0001-07;VÊNUS CASH FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;52403512.35
CLASSES - FIF;21.888.776/0001-60;FLEXPREV JODU FIF RF - RESP LIMITADA;2024-12-31;396110032.96
CLASSES - FIF;21.938.054/0001-72;PROSPERIDADE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-12-31;2623997106.46
CLASSES - FIF;22.003.325/0001-60;NEWCORP FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;19148471.14
CLASSES - FIF;22.003.706/0001-40;ITAÚ FLEXPREV IMA-B FIF DA CLASSE DE INVESTIMENTO EM COTAS RF - RESP LIMITADA;2024-12-31;88395356.27
CLASSES - FIF;22.003.723/0001-87;BLACK FISH FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;49658403.52
CLASSES - FIF;22.003.815/0001-67;BLUEBIRD CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;26793364.04
CLASSES - FIF;22.013.584/0001-72;PLATINA H10 ESPELHO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;55004836.61
CLASSES - FIF;22.013.978/0001-20;SANTANDER PB TAORMINA MULTIMERCADO CRÉDITO PRIVADO - FUNDO DE INVESTIMENTO FINANCEIRO;2024-12-31;217482191.91
CLASSES - FIF;22.014.217/0001-93;ITAÚ VÉRTICE FOF GLOBAL STR FIF CIC MULT INVESTIMENTO NO EXTERIOR RESP LIMITADA;2024-12-31;44717641.51
CLASSES - FIF;22.014.290/0001-65;TUPINAMBÁ FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;35883805.45
CLASSES - FIF;22.014.317/0001-10;DINDA FUNDO DE INVESTIMENTO FINANCEIRO - CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;106999258.66
CLASSES - FIF;22.014.331/0001-13;PORTO SEGURO MASTER CAIXA PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESP LIMITADA;2024-12-31;381701483.68
CLASSES - FIF;22.014.363/0001-19;JCTM II ALLOCATION FUND FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-12-31;154620962.85
CLASSES - FIF;22.014.375/0001-43;SUMAÚMA FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉD PRIV RESP LIMITADA;2024-12-31;141296119.09
CLASSES - FIF;22.016.573/0001-46;TFO EXPRESSO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;21360455.94
CLASSES - FIF;22.016.586/0001-15;G5 GUARANTÃ FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;57217333.59
CLASSES - FIF;22.106.240/0001-08;CSHG INFINITY FUNDO DE INVESTIMENTO EM COTAS DE FIF - MULT CREDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;39428569.82
CLASSES - FIF;22.106.276/0001-91;PROMISSÃO FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO DE AÇÕES - RESPONSABILIDADE LIMITADA;2024-12-31;43051641.21
CLASSES - FIF;22.118.303/0001-46;CW1 CRÉDITO PRIVADO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;134618976.39
CLASSES - FIF;22.150.527/0001-35;MSF FIF MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;15096411.22
CLASSES - FIF;22.215.418/0001-59;P.V. CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;57112183.74
CLASSES - FIF;22.232.927/0001-90;TARPON GT FUNDO DE INVESTIMENTO FINANCEIRO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;378049607.69
CLASSES - FIF;22.232.933/0001-47;DWFUNDING FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-12-31;9175049.50
CLASSES - FIF;22.235.826/0001-72;PERTO DÁGUA FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-12-31;36756769.42
CLASSES - FIF;22.253.501/0001-12;NANOOK FUNDO DE INVESTIMENTO MULTIMERCADO;2024-12-31;14061990.96
CLASSES - FIF;22.314.823/0001-24;EW1 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-12-31;64780558.98
CLASSES - FIF;22.341.009/0001-07;BELITONI FUNDO DE INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;5116886.90
CLASSES - FIF;22.341.021/0001-03;LES DEUX FUNDO DE INVESTIMENTO MULTIMERCADO;2024-12-31;30825842.36
CLASSES - FIF;22.344.834/0001-57;TOOL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;4657816.23
CLASSES - FIF;22.345.400/0001-71;BRAIN GMF FUNDO DE INVESTIMENTO MULTIMERCADO;2024-12-31;14490255.41
CLASSES - FIF;22.346.617/0001-04;CSHG LUDWIG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO - MULT RESP LIMITADA;2024-12-31;14805793.05
CLASSES - FIF;22.426.660/0001-71;REVALI FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;136308603.76
CLASSES - FIF;22.426.675/0001-30;CAAS MULT FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;122375468.46
CLASSES - FIF;22.426.693/0001-11;ITAÚ FLEXPREV SISEREME FIF MULT CRED PRIV - RESP LIMITADA;2024-12-31;127096545.91
CLASSES - FIF;22.426.711/0001-65;ITAÚ FLEXPREV CURINTIOS FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;24874700.92
CLASSES - FIF;22.426.734/0001-70;ITAÚ FLEXPREV ROSA FIF MULT CRED PRIV - RESP LIMITADA;2024-12-31;71852188.46
CLASSES - FIF;22.426.747/0001-49;ITAU FLEXPREV GANESHA FIF MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-12-31;99771427.28
CLASSES - FIF;22.428.670/0001-46;MABRUK FIF CIC MULT CRÉD PRIV - RESPONSABILIDADE LIMITADA;2024-12-31;12326046.73
CLASSES - FIF;22.428.782/0001-05;ITAÚ AURORA YIELD PLUS MULTIMERCADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-12-31;1999812255.04
CLASSES - FIF;22.443.309/0001-99;AGRO THRIVE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP - RESPONSABILIDADE LIMITADA;2024-12-31;339464777.50
CLASSES - FIF;22.504.045/0001-36;LSA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;2376663.56
CLASSES - FIF;22.504.092/0001-80;ICATU VANGUARDA HEDGE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO -RESP LIMITADA;2024-12-31;69771405.69
CLASSES - FIF;22.654.567/0001-14;IMBUIA FIF CLASSE DE INVESTIMENTO RENDA FIXA REFERENCIADA DI RESPONSABILIDADE LIMITADA;2024-12-31;715557018.27
CLASSES - FIF;22.654.607/0001-28;ESPERANZA FONDOS FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;6762084.34
CLASSES - FIF;22.773.603/0001-69;FUNDO DE INVESTIMENTO EM COTAS DE FIF MULTIMERCADO CRÉDITO PRIVADO VS SMART TECH;2024-12-31;26715818.62
CLASSES - FIF;22.791.114/0001-30;VINHEDO FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-12-31;147662599.33
CLASSES - FIF;22.808.973/0001-94;MANU FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-12-31;25586664.87
CLASSES - FIF;22.809.178/0001-10;JSP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;40168114.14
CLASSES - FIF;22.809.189/0001-09;CSHG RIO DOURO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-12-31;21724621.78
CLASSES - FIF;22.884.934/0001-76;WRIGHT CRÉDITO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;600111152.63
CLASSES - FIF;22.898.809/0001-15;CAPRI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;78615426.00
CLASSES - FIF;22.898.855/0001-14;BLUELITE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;22577024.26
CLASSES - FIF;22.899.368/0001-76;PROSPERITAS FECHADO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;12795564.37
CLASSES - FIF;22.918.144/0001-64;SANTANDER SIMPAR RENDA FIXA REFERENCIADO DI LONGO PRAZO - FIF RESP LIMITADA;2024-12-31;197387924.58
CLASSES - FIF;22.918.180/0001-28;SANTANDER TOP RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-12-31;3360660911.29
CLASSES - FIF;22.918.192/0001-52;SANTANDER GLOBAL EQUITIES DOLAR SPECIAL MULTIMERCADO IE - CIC FIF RESP LIMITADA;2024-12-31;42663467.44
CLASSES - FIF;22.918.388/0001-47;WHG AFB FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;110712338.82
CLASSES - FIF;22.918.433/0001-63;JMP INVEST FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉD PRIV RESP LTDA;2024-12-31;340864754.83
CLASSES - FIF;22.918.444/0001-43;ECLIPSEON FUNDO DE INVESTIMENTO EM AÇÕES;2024-12-31;637625169.19
CLASSES - FIF;22.918.467/0001-58;TAMBAU FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;78544869.72
CLASSES - FIF;22.918.483/0001-40;USHUAIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;36508029.40
CLASSES - FIF;22.918.492/0001-31;CSHG SELF MADE FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-12-31;30739544.81
CLASSES - FIF;22.918.511/0001-20;WHG DFB FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;41440642.89
CLASSES - FIF;22.918.578/0001-64;WHG RFB FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;30172348.38
CLASSES - FIF;22.945.981/0001-82;RETORNO ABSOLUTO PROFISSIONAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES;2024-12-31;25266180.93
CLASSES - FIF;22.946.019/0001-68;LIGHT BLUE FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CRÉDITO PRIVADO;2024-12-31;15054848.94
CLASSES - FIF;22.955.806/0001-76;GUFFO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CP IE - RESPONSABILIDADE LIMITADA;2024-12-31;11499523.68
CLASSES - FIF;22.963.439/0001-52;TREND OURO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-12-31;361046688.80
CLASSES - FIF;22.985.059/0001-19;GROU SPO FI FINANCEIRO EM AÇÕES INVESTIMENTO NO EXTERIOR - RESPONSABILIDADE LIMITADA;2024-12-31;64658334.66
CLASSES - FIF;23.028.765/0001-35;SÃO LUIS CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2024-12-31;21240522.94
CLASSES - FIF;23.028.802/0001-05;AMAN FIF MULT CRED PRIV RESP LIMITADA;2024-12-31;28221069.56
CLASSES - FIF;23.028.810/0001-51;GARWOOD II FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;36900289.97
CLASSES - FIF;23.028.824/0001-75;PAISSANDU FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-12-31;48996340.19
CLASSES - FIF;23.028.829/0001-06;PURITAMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-12-31;19504017.64
CLASSES - FIF;23.028.904/0001-20;PENGUIM CLASSE DE INVESTIMENTO  MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;45343884.06
CLASSES - FIF;23.029.099/0001-50;HH CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO - RESP LIMITADA;2024-12-31;8337712.15
CLASSES - FIF;23.035.015/0001-90;RAISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-12-31;82770210.08
CLASSES - FIF;23.035.035/0001-61;HONEYCOMB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;2024-12-31;27193312.19
CLASSES - FIF;23.066.464/0001-04;ODESSA VM FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-12-31;356485110.97
CLASSES - FIF;23.066.503/0001-65;COME ON FIF CIC MULT CRÉD PRIV - RESP LIMITADA;2024-12-31;26753365.86
CLASSES - FIF;23.066.547/0001-95;ITAÚ FLEXPREV PLATINUM VIII FIF CIC RF - RESP LIMITADA;2024-12-31;579778658.02
CLASSES - FIF;23.066.677/0001-28;ITAÚ FLEXPREV IMA-B II FIF DA CLASSE DE INVESTIMENTO EM COTAS RF RESP LIMITADA;2024-12-31;509449219.57
