TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_SWAP;DS_SWAP
CLASSES - FIF;38.443.120/0001-36;WELLINGTON ASIA TEC ADV CLA ACOES IE RP;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3775570.43;;2025-02-28;SCP;DOL X PRE
CLASSES - FIF;38.443.120/0001-36;WELLINGTON ASIA TEC ADV CLA ACOES IE RP;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;771406.61;;2025-02-28;SCP;DOL X PRE
CLASSES - FIF;38.860.913/0001-50;BRAM FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CREDIT;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;85861.76;;2025-02-28;Outros;999 X 999
CLASSES - FIF;42.120.343/0001-30;CAIXA MASTER CAPITAL PROTEGIDO CICLICO II FIF MULTIMERCADO LONGO PRAZO - RESP LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;5014740.89;;;SDP;DI1 X PRE
CLASSES - FIF;44.814.776/0001-10;STONES FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2064742.83;;2025-02-28;SDP;DI1 X PRE
CLASSES - FIF;44.835.930/0001-30;TREND CRÉDITO GLOBAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;84661.31;;2025-02-28;Outros;999 X 999
CLASSES - FIF;44.835.930/0001-30;TREND CRÉDITO GLOBAL FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;10725.90;;2025-02-28;Outros;999 X 999
CLASSES - FIF;53.113.637/0001-50;LIBERO 2 ESTRUTURADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;174936.92;;2025-02-28;SDP;DI1 X PRE
CLASSES - FIF;54.274.648/0001-85;BNP PARIBAS CAPITAL PROTEGIDO MASTER OPORT LOCAL CLASSE DE INVEST MULT RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1702893.92;;;SDP;DI1 X PRE
CLASSES - FIF;54.776.432/0001-18;TRANSFERO ABSOLUTE HORIZON FUNDO DE INVESTIMENTO FINANCEIRO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;2025-02-28;Outros;999 X 999
CLASSES - FIF;54.776.432/0001-18;TRANSFERO ABSOLUTE HORIZON FUNDO DE INVESTIMENTO FINANCEIRO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;0.00;;2025-02-28;Outros;999 X 999
CLASSES - FIF;55.129.384/0001-39;JPM PACIFIC EQUITY CLASSE DE INVESTIMENTO EM ACOES IE - RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;446174.31;;2025-02-28;SCP;DOL X PRE
CLASSES - FIF;55.129.384/0001-39;JPM PACIFIC EQUITY CLASSE DE INVESTIMENTO EM ACOES IE - RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;34236.99;;2025-02-28;SCP;DOL X PRE
CLASSES - FIF;55.274.339/0001-78;RIO BRAVO PROTEÇÃO PORTFÓLIO FI FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;71304355.49;;;Outros;999 X 999
CLASSES - FIF;55.771.625/0001-49;RIO BRAVO PROTEÇÃO PORTFÓLIO II FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;31475564.38;;;Outros;999 X 999
CLASSES - FIF;55.897.646/0001-05;WHG JBA DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;22490.24;;2025-02-28;SDL;DI1 X IAP
CLASSES - FIF;55.897.646/0001-05;WHG JBA DEBÊNTURES INCENTIVADAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;606377.32;;2025-02-28;SDL;DI1 X IAP
CLASSES - FIF;56.237.770/0001-07;SANTANDER PB SPLIT MULTIMERCADO - FUNDO DE INVESTIMENTO FINANCEIRO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1504470.58;;2025-02-28;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;3590710.85;;;SDP;DI1 X PRE
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;279262367.95;;;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;240399805.26;;;Outros;999 X 999
FI;02.668.201/0001-97;BNP PARIBAS EQD BRAZIL FUND CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1096.71;;;SDP;DI1 X PRE
FI;02.727.085/0001-30;MÁXIMA  FMP - FGTS  PETROBRAS;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;02.885.730/0001-42;KONA FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;93776890.13;;;SDP;DI1 X PRE
FI;03.919.474/0001-20;BANESTES  FMP - FGTS  PETROBRAS;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1318621.08;;2025-02-28;SBP;TBF X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;150203063.80;;2025-02-28;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;63462898.73;;2025-02-28;SDC;DI1 X DOL
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;65205250.67;;2025-02-28;SDP;DI1 X PRE
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;11754585.24;;2025-02-28;SDL;DI1 X IAP
FI;04.085.474/0001-34;UBS PRÓPRIO FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;134305094.25;;2025-02-28;SBD;SB1 X DI1
FI;04.894.428/0001-86;BANESTES FMP-FGTS VALE DO RIO DOCE;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;0.00;;;SDP;DI1 X PRE
FI;05.075.861/0001-52;BB TOP EURO FUNDO DE INVESTIMENTO FINANCEIRO CAMBIAL LONGO PRAZO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;2600262.79;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1369667296.99;;;Outros;999 X 999
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;242307051.77;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;45343731.68;;;SDL;DI1 X IAP
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;670959855.03;;;SDC;DI1 X DOL
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;327461155.81;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;945594.88;;;SCE;DOL X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;165436618.42;;;SDE;DI1 X REU
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;155913647.72;;;Outros;999 X 999
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;189042638.81;;;SEP;REU X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;11615570.16;;;SCP;DOL X PRE
FI;05.754.066/0001-90;CLASSE ÚNICA DO ÁGATA FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;161721801.58;;;SDC;DI1 X DOL
FI;06.985.322/0001-13;CHALLENGER FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;35141.94;;2025-02-28;SDC;DI1 X DOL
FI;07.046.169/0001-21;ASCESE FUNDO DE INVESTIMENTO FINANCEIRO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;498344.45;;2025-05-29;Outros;999 X 999
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;328580555.20;;;Outros;999 X 999
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;223208.79;;;SDC;DI1 X DOL
FI;07.110.975/0001-11;CLASSE ÚNICA DO OAK FUNDO DE  INVESTIMENTO FINANCEIRO MULTIMERCADO  CP INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1120766561.14;;;Outros;999 X 999
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;406847437.75;;;SCE;DOL X REU
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;250761618.88;;;SCE;DOL X REU
FI;08.771.962/0001-56;OITI FIF MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;341383192.00;;;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;545012423.08;;;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;179488660.17;;;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;455883767.88;;;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1771331511.93;;;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2969856.94;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;452207052.81;;;Outros;999 X 999
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;879220859.14;;;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;331330550.61;;;SEP;REU X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;14069015.53;;;SDE;DI1 X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;155671667.69;;;SDP;DI1 X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;1548367034.19;;;SCP;DOL X PRE
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;74030.56;;;SCE;DOL X REU
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;655220646.35;;;SDC;DI1 X DOL
FI;08.771.975/0001-25;BNP PARIBAS PROPRIETÁRIO CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;390027769.51;;;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;35705326.14;;;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;2363019.50;;;SDC;DI1 X DOL
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1064205.14;;;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;4563048.60;;;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;913892511.90;;;Outros;999 X 999
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;24231346.23;;;SDP;DI1 X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;52766062.83;;;SCP;DOL X PRE
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;3845663.14;;;SDL;DI1 X IAP
FI;09.228.836/0001-12;HORIZON CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;7715944.16;;;Outros;999 X 999
FI;09.523.207/0001-15;BRADESCO TEJO FI FINANCEIRO - CI MULT - RESP LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;338909.55;;;SDL;DI1 X IAP
FI;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;48330460.93;;;SDP;DI1 X PRE
FI;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;222006616.15;;;SDC;DI1 X DOL
FI;09.577.034/0001-18;CAIEIRAS FIF MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;5895795.66;;;SDP;DI1 X PRE
FI;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;73324260.00;;;SDM;DI1 X IGM
FI;09.720.523/0001-87;BB PREV MULTI II FIF MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;40232575.00;;;SFD;IPC X DI1
FI;10.435.467/0001-18;SHARP MULTIMANAGER BBDC FI FINANCEIRO - CI MULT - RESP LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1488.47;;2025-02-28;Outros;999 X 999
FI;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;527490.29;;2025-02-28;Outros;999 X 999
FI;11.702.084/0001-21;SAINT GERMAIN FUNDO DE INVESTIMENTO MULTI - RESPONSANBILIDADE LIMITADA;2024-11-30;DIFERENCIAL DE SWAP A RECEBER;SWAP;;;;;;;;16333150.84;;2025-02-28;Outros;999 X 999
FI;11.769.285/0001-46;SPHERE CLASSE DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR;2024-11-30;DIFERENCIAL DE SWAP A PAGAR;SWAP;;;;;;;;1050487331.81;;;Outros;999 X 999
